,predict_data
362,817.8727322806322
363,817.8858145632497
364,817.9025987787883
365,817.9205380081756
366,817.9380413057048
367,817.9538038946872
368,817.9652554103218
369,817.974179325443
370,817.9792944185469
371,817.9797819504133
372,817.9750887926235
373,817.9661562720323
374,817.9529175000774
375,817.9343612363531
376,817.911672149761
377,817.8843976659953
378,817.8526290354926
379,817.8165754327695
380,817.7778030459244
381,817.737299510491
382,817.6972654814895
383,817.6590321439885
384,817.6239543872534
385,817.5952588436642
386,817.572088838178
387,817.5539890508117
388,817.5413232242062
389,817.5316562552023
390,817.5231343429417
391,817.5158678299337
392,817.5059753804666
393,817.4950537526782
394,817.4829035462736
395,817.4696530906367
396,817.457155591444
397,817.445898207674
398,817.4346864971815
399,817.423641657145
400,817.4139952799532
401,817.4054027354606
402,817.3980750570375
403,817.3920084990314
404,817.3889977588999
405,817.3885247972671
406,817.3896429948371
407,817.39323224156
408,817.3985925838017
409,817.4045249329579
410,817.4117155501237
411,817.4187543163829
412,817.4252314969715
413,817.4317597283289
414,817.4382740424272
415,817.4444618429746
416,817.4502025903695
417,817.4551835099888
418,817.4590874640218
419,817.4624878768935
420,817.4645661256413
421,817.4660151299248
422,817.4672379083534
423,817.4680106736179
424,817.4689772144031
425,817.4707136201285
426,817.4722753855407
427,817.474377622252
428,817.4757387387621
429,817.4761206906803
430,817.4752568505825
431,817.4739931449665
432,817.47138886135
433,817.4674538921719
434,817.4622348673946
435,817.4572344176346
436,817.4531104714877
437,817.4493359864699
438,817.4447946379869
439,817.4393748313566
440,817.4329793945352
441,817.4257998768938
442,817.417441801857
443,817.4071075912442
444,817.3959977060795
445,817.384528009853
446,817.3735444720425
447,817.3620189683373
448,817.3505393126255
449,817.3388401470479
450,817.3276829409774
451,817.3154322366244
452,817.3022429543928
453,817.2882097335498
454,817.2745157358789
455,817.2608081839945
456,817.2455258330034
457,817.2303290166773
458,817.21799974033
459,817.206455024794
460,817.1971653925934
461,817.189606945364
462,817.182696554466
463,817.1786759099173
464,817.1815512584849
465,817.1904476418474
466,817.2068549121558
467,817.2272545645236
468,817.2513165699028
469,817.2806629025904
470,817.3116978025059
471,817.3428950901347
472,817.3706163031028
473,817.3954007317516
474,817.4180497150177
475,817.4376683896437
476,817.4545318571796
477,817.4678209614254
478,817.4785585501393
479,817.4869507863434
480,817.4910406406157
481,817.4922642129945
482,817.4907089621126
483,817.4874780818327
484,817.4843061514326
485,817.4823637664994
486,817.479395480426
487,817.4767120463079
488,817.4757979528578
489,817.4768375095193
490,817.4806538773387
491,817.4856809353835
492,817.4892646728177
493,817.4937425959904
494,817.4988761595466
495,817.5054708850132
496,817.5123552272113
497,817.5181205517467
498,817.5246274569969
499,817.5327787173318
500,817.5425609245534
501,817.5527198394406
502,817.5652377452884
503,817.5798085604997
504,817.5947347135647
505,817.6122406846326
506,817.6329151847278
507,817.6556846902217
508,817.6783479147255
509,817.7010565120142
510,817.724444756365
511,817.74918702966
512,817.7768739672154
513,817.8071440033618
514,817.8423118510592
515,817.8836340667151
516,817.9309879644111
517,818.002885319971
518,818.116888163321
519,818.2521909023858
520,818.4178265092316
521,818.6026700547183
522,818.8174121976335
523,819.0842887964228
524,819.363500284355
525,819.6313581526239
526,819.9023268546514
527,820.1640698429469
528,820.408163801937
529,820.6844825045014
530,820.976325303174
531,821.2744348720294
532,821.5634827530156
533,821.8169425564092
534,822.0757536390907
535,822.4389206134557
536,823.092343503395
537,823.1039276089527
538,823.1239554461044
539,823.1601205095964
540,823.2119998594263
541,823.2747307866283
542,823.3374989799378
543,823.3984429445227
544,823.4598382232218
545,823.5210410322097
546,823.5750137099961
547,823.6200485942245
548,823.6542835848253
549,823.680733322039
550,823.7025796079619
551,823.7199239797771
552,823.7342500720898
553,823.7471805642815
554,823.7589086309489
555,823.7695251306947
556,823.7792289616515
557,823.7882469168859
558,823.7972132214367
559,823.8066131997368
560,823.8155075667521
561,823.8247818907536
562,823.8332055014093
563,823.8416046673102
564,823.8513301112655
565,823.8613382961086
566,823.8707084022471
567,823.878857772408
568,824.5631320400943
569,825.1222037537719
570,825.6127238506291
571,825.9574097191687
572,826.1821474928968
573,826.3851290322829
574,826.5712521648716
575,826.7332003761364
576,826.8978059666837
577,827.0443996356557
578,827.2012235569723
579,827.353264904355
580,827.5020674284134
581,827.6105478404119
582,827.7131069799652
583,827.8188759828895
584,827.9314145848039
585,828.0290585219989
586,828.1475922989642
587,828.2668769714571
588,828.4132073769056
589,828.5922929296867
590,828.781482365088
591,828.9871284272754
592,829.2164882240099
593,829.4675017302437
594,829.7273330909198
595,830.0085818491726
596,830.2714129222949
597,830.5378125382077
598,830.7829046619992
599,831.0206711848074
600,831.2450157583343
601,831.4508749647098
602,831.6495291085563
603,831.8648806905002
604,832.1156529780129
605,832.4132181097174
606,832.7078112604516
607,832.9836044204523
608,833.230178272346
609,833.4661167702548
610,833.7270025926612
611,833.974623902905
612,834.2347868109312
613,834.4738974619204
614,834.6754935204233
615,834.8949705696742
616,835.1299144465074
617,835.3405600440952
618,835.5025093162446
619,835.6412895497526
620,835.7457312179123
621,835.8661583960564
622,835.9801096605817
623,836.0870827719762
624,836.1830073210662
625,836.2704749980852
626,836.3292578330505
627,836.4286942368894
628,836.5366297060401
629,836.637385912636
630,836.739421644259
631,836.854090094772
632,836.9611592397086
633,837.0560049227724
634,837.1348411069545
635,837.1968543030896
636,837.2325191741667
637,837.2417643227052
638,837.268407237571
639,837.2780850085214
640,837.2879596815641
641,837.3027766425208
642,837.3124079351151
643,837.3228983359655
644,837.3392417561078
645,837.3417607750708
646,837.3460050869531
647,837.3586474273083
648,837.3741769762631
649,837.3847954505645
650,837.3884307235544
651,837.3810715932066
652,837.3626853078536
653,837.3381414543964
654,837.308387720965
655,837.2742747051448
656,837.2338939546302
657,837.1941118936791
658,837.1562956364487
659,837.1255710071817
660,837.0949339345319
661,837.0466453485178
662,836.9649193948343
663,836.8559508027021
664,836.7264574752728
665,836.5812568841077
666,836.4283924067638
667,836.2675296799173
668,836.1161203061048
669,835.9739662768541
670,835.8430779744818
671,835.7243086322738
672,835.6196322015536
673,835.5182538125192
674,835.429543059908
675,835.3790706995951
676,835.3998133997482
677,835.5357030628387
678,835.8307026683052
679,836.3004748934264
680,836.970712591357
681,836.9794684868122
682,836.9892939887933
683,836.9995794839026
684,837.0094734216943
685,837.0183921147153
686,837.7776483329694
687,838.3862646996338
688,838.8561586988324
689,839.2389169751983
690,839.5532145192132
691,839.8055899948233
692,840.019644177427
693,840.1968659576665
694,840.3824604614404
695,840.6267586926729
696,840.8546896022893
697,841.1204442127382
698,841.4004878886684
699,841.6854910171471
700,841.9443194640332
701,842.1666231785276
702,842.3308400495108
703,842.433352234776
704,842.5116096597849
705,842.5270094949956
706,842.518067982355
707,842.5027902913945
708,842.485293535462
709,842.4586488929018
710,842.4278354289198
711,842.3642702225058
712,842.2774826709655
713,842.183545273473
714,842.0561764495717
715,841.9129630077063
716,841.7530922979523
717,841.5723257086844
718,841.367617732407
719,841.1552996355881
720,840.9226683411664
721,840.6689553087768
722,840.4004035248614
723,840.1224099424873
724,839.8369345849339
725,839.5451835305021
726,839.2520513888713
727,838.9551974353742
728,838.6605474366452
729,838.3636891978446
730,838.0695593890695
731,837.7799174448523
732,837.4942600045406
733,837.217581687858
734,836.949722261668
735,836.6908457181364
736,836.4452741739392
737,836.2124823121859
738,835.9897853861595
739,835.7730931358948
740,835.5601516272529
741,835.3528389629747
742,835.1505331399483
743,834.9478687023873
744,834.7463545438954
745,834.5474463669206
746,834.3522025100633
747,834.1636784351103
748,833.9790174075364
749,833.796334548334
750,833.619051450498
751,833.4500188329772
752,833.2907663937706
753,833.1411971128651
754,832.9941799852598
755,832.8540531378602
756,832.7209891756987
757,832.586140970645
758,832.4687579012498
759,832.3630774349516
760,832.2590308615535
761,832.1630486419235
762,832.0816384532145
763,832.0212705104674
764,831.9796686630847
765,831.9643727720305
766,831.9515282126632
767,831.9525583606071
768,831.9583683970484
769,831.9614894654254
770,832.0376369314758
771,832.6841663234919
772,832.7017200209661
773,832.7354384948027
774,832.7812850651584
775,832.8349729774525
776,832.8885957833661
777,832.9208715191957
778,833.6970298811009
779,833.7312471519301
780,833.7618292256683
781,833.794888527512
782,833.8297455762435
783,833.8593255083143
784,833.8819728590219
785,833.8986941794966
786,833.9109553953198
787,833.9204045725554
788,833.9284217247116
789,834.6676064848707
790,835.4029761631558
791,836.191178982025
792,836.1999223175133
793,836.2101060471143
794,836.2229447023661
795,836.2382984625542
796,836.2570012001936
797,836.285588193233
798,836.3224215288764
799,836.3583675290223
800,836.3918625797655
801,836.421876998277
802,836.4479791075884
803,836.4710740936708
804,836.4870263922711
805,836.4957697953403
806,837.0578656846034
807,837.4963335432765
808,837.8151468465136
809,838.023213463695
810,838.1572670969433
811,838.2377591855152
812,838.2913190335597
813,838.2703726716217
814,838.1804542883383
815,838.0308372392319
816,837.8388054939177
817,837.6061079518165
818,837.3440413697051
819,837.0532276114284
820,836.744963721727
821,836.4374273933005
822,836.1290910963353
823,835.820870301659
824,835.5107860078475
825,835.2006317985487
826,834.8905969084065
827,834.5819172059497
828,834.2734900313964
829,833.9656146645717
830,833.6612222388637
831,833.3617701612496
832,833.0677128809197
833,832.778042612396
834,832.4926071898086
835,832.2104818382182
836,831.9324568554282
837,831.6589617306308
838,831.3887339334386
839,831.1213609695669
840,830.8571423617107
841,830.5962555805065
842,830.3384212548741
843,830.0841929050458
844,829.8331025884003
845,829.5850240540838
846,829.3391994071857
847,829.0955632264446
848,828.8543994332495
849,828.6165755223135
850,828.3821782604358
851,828.1509864254815
852,827.9221842023824
853,827.6958752097231
854,827.473228804446
855,827.2542039878284
856,827.0385652676499
857,826.8265616867229
858,826.6186799290158
859,826.4159114405622
860,826.2196358132786
861,826.0299231248287
862,825.8457572534999
863,825.6680833044322
864,825.4972537210248
865,825.3325362351076
866,825.1740020332587
867,825.0207402056028
868,824.8728774461852
869,824.7309076102647
870,824.5947509732301
871,824.4633967695653
872,824.3365070469958
873,824.2132472326838
874,824.0924376724464
875,823.9745337774523
876,823.8583538317439
877,823.7440007527213
878,823.6317648205278
879,823.5218614332633
880,823.4129154388023
881,823.307028816356
882,823.2038351324201
883,823.1036295201604
884,823.0055930263972
885,822.9101897990932
886,822.8169238281318
887,822.727192435701
888,822.6409598034835
889,822.5571565762963
890,822.4753079831033
891,822.3951160535188
892,822.3168025693656
893,822.2402720888653
894,822.1655198503787
895,822.0917168119421
896,822.0191424545089
897,821.9472949311904
898,821.8777932703623
899,821.8099499389044
900,821.7447311439637
901,821.6820593598709
902,821.6228506792123
903,821.567227017528
904,821.5150904710554
905,821.4660594921548
906,821.4206124980474
907,821.3785389544082
908,821.3402790133725
909,821.3058881950719
910,821.2731263537553
911,821.2423038406034
912,821.2145160754726
913,821.1887956993971
914,821.165365449958
915,821.1446191502004
916,821.1256541372402
917,821.1099415898939
918,821.0995022267323
919,821.0933363618858
920,821.0910668870832
921,821.0914271604021
922,821.0943676812556
923,821.0989996930789
924,821.1046682556213
925,821.1113753805294
926,821.1188886101378
927,821.127522093729
928,821.1393031049022
929,821.1539804143921
930,821.171419527541
931,821.1920759648244
932,821.215117190555
933,821.2407053353545
934,821.2694406408493
935,821.2972151865046
936,821.3237165855785
937,821.3478400201313
938,821.3700663506496
939,821.3902086690988
940,821.4091421963271
941,821.4253099127283
942,821.4418985819523
943,821.4584410045802
944,821.4758246699222
945,821.4937496335397
946,821.5121348918797
947,821.5298506794647
948,821.5475417294235
949,821.5658778764499
950,821.5847949579511
951,821.6052451994866
952,821.6266542954115
953,821.6502219640372
954,821.6767055452934
955,821.7051775973524
956,821.7348398199878
957,821.7644057030762
958,821.7952766846415
959,821.8268735412239
960,821.8585670469347
961,821.8896652953895
962,821.9206699947806
963,821.9512171238181
964,821.9814912641893
965,822.0113284783761
966,822.041135612454
967,822.0707190528265
968,822.1001363839791
969,822.1291106153949
970,822.156148644503
971,822.180886312982
972,822.2035625391277
973,822.2227766635214
974,822.2391994720809
975,822.2541252656374
976,822.2666578951197
977,822.2778858785574
978,822.2884817331783
979,822.2991747885504
980,822.3112501261229
981,822.3253008785784
982,822.3402591993781
983,822.3565365737411
984,822.3755781488778
985,822.3965322983319
986,822.4187443443732
987,822.4401075120841
988,822.4616485115645
989,822.4811809368207
990,822.500474081532
991,822.518328519661
992,822.5375344595165
993,822.55977316146
994,822.5888050167842
995,822.6215211924655
996,822.6620271253037
997,822.7090566609365
998,822.7609734751144
999,822.8140375714925
1000,822.8681384798896
1001,822.920082706238
1002,822.9713585463898
1003,823.0206160701528
1004,823.0673769950596
1005,823.1107570568407
1006,823.1541975662032
1007,823.1965695904748
1008,823.2370572892102
1009,823.2762306882416
1010,823.314453983892
1011,823.3530674525855
1012,823.3906211314086
1013,823.426611158754
1014,823.4648971859401
1015,823.5066005843589
1016,823.5507731491399
1017,823.5979666230928
1018,823.6486367194476
1019,823.7025236676508
1020,823.7610842147499
1021,823.823046062411
1022,823.8849913186923
1023,823.9459670938099
1024,824.0066977793836
1025,824.0659421742603
1026,824.1241915953801
1027,824.1799293859946
1028,824.2346128869763
1029,824.2867686066311
1030,824.3386742314912
1031,824.3903217433557
1032,824.4416488496726
1033,824.4917634296556
1034,824.5406084349487
1035,824.5888326330664
1036,824.6360925073367
1037,824.6818806169708
1038,824.726435447014
1039,824.7682848236085
1040,824.8068128314708
1041,824.8482370416363
1042,824.8920759001019
1043,824.9360826034882
1044,824.9796344866859
1045,825.0246168353293
1046,825.0710188480139
1047,825.1198343580163
1048,825.1671792580561
1049,825.2102267683613
1050,825.250472425929
1051,825.2899777994427
1052,825.3281696174978
1053,825.3665820417885
1054,825.4034830542716
1055,825.441142697802
1056,825.480500670777
1057,825.5202227227059
1058,825.5601155646298
1059,825.6000452161747
1060,825.6390792269669
1061,825.6753459023909
1062,825.7105478002334
1063,825.7434437255723
1064,825.7741743051805
1065,825.8026431533843
1066,825.829495065944
1067,825.8543953805676
1068,825.8782698490612
1069,825.9009221264486
1070,825.9226142617881
1071,825.9443870590185
1072,825.9665848966453
1073,825.9894979422525
1074,826.0131729513188
1075,826.0374396460365
1076,826.0626766549042
1077,826.0882443439451
1078,826.1144439132806
1079,826.1408727220598
1080,826.1666983396497
1081,826.1924192837898
1082,826.2111722813547
1083,826.2211728066223
1084,826.221883201552
1085,826.2129678138482
1086,826.1951983705384
1087,826.1669392529528
1088,826.1279702307761
1089,826.0812424124067
1090,826.0338005077228
1091,825.9848082103177
1092,825.9350125960057
1093,825.8852466900713
1094,825.8349704256051
1095,825.78770949434
1096,825.7433439289018
1097,825.6998725000146
1098,825.6566773507033
1099,825.6149600702357
1100,825.5729640292075
1101,825.5307112694137
1102,825.4875480037286
1103,825.4397500703656
1104,825.3888812360852
1105,825.3368130314702
1106,825.2845140061122
1107,825.2328696977329
1108,825.1825397094481
1109,825.1340543611788
1110,825.0896193149497
1111,825.049339712534
1112,825.0106353722805
1113,824.9745843165839
1114,824.9397593478247
1115,824.9090260988327
1116,824.8816823681685
1117,824.8572787379927
1118,824.8362694395416
1119,824.8198436203014
1120,824.8092136340367
1121,824.8029570505273
1122,824.7994083967783
1123,824.7961035583335
1124,824.7925540055251
1125,824.7906166900451
1126,824.7887045016631
1127,824.7875057407426
1128,824.7869843778424
1129,824.7861586988676
1130,824.784998813885
1131,824.7849728805958
1132,824.7874831511159
1133,824.7914805538092
1134,824.7977492120575
1135,824.8032233370831
1136,824.8101744019979
1137,824.8173636817628
1138,824.8256555380776
1139,824.8338509807257
1140,824.8430021516222
1141,824.8529593315156
1142,824.8630018827384
1143,824.8725431110981
1144,824.883121402416
1145,824.8948161849491
1146,824.9070941070938
1147,824.9193842742749
1148,824.9307175026297
1149,824.9421828939016
1150,824.9514148060289
1151,824.9573821414727
1152,824.9613673226444
1153,824.9641677352973
1154,824.965797432962
1155,824.9662900093223
1156,824.9662997458694
1157,824.9661921941242
1158,824.9683480304352
1159,824.9709239637787
1160,824.9746762285655
1161,824.9780357208174
1162,824.9816280837862
1163,824.9857770169633
1164,824.9900469570188
1165,824.9947643041189
1166,824.998433368078
1167,825.0021762072475
1168,825.0051103245432
1169,825.0080847129112
1170,825.0090403510401
1171,825.0078733088852
1172,825.0067724100047
1173,825.0050941771244
1174,825.0034620106593
1175,825.00296781953
1176,825.0042962696997
1177,825.0076024025497
1178,825.0152038004356
1179,825.0268642463443
1180,825.0388850846936
1181,825.0531869185953
1182,825.0684501652685
1183,825.0838873358879
1184,825.099094331058
1185,825.1138718696783
1186,825.1256085642424
1187,825.1374152067438
1188,825.1500897055339
1189,825.1620467519814
1190,825.1749308383773
1191,825.1887615519632
1192,825.2023325632126
1193,825.2152502795312
1194,825.2293414052616
1195,825.2439383681424
1196,825.2586994125645
1197,825.2734611338409
1198,825.2884183526149
1199,825.3037582953743
1200,825.3208173638392
1201,825.3388458227076
1202,825.3577384469551
1203,825.3782150725842
1204,825.3998956803266
1205,825.4225730111424
1206,825.4448988179554
1207,825.4669009112436
1208,825.4903971385729
1209,825.5153845503585
1210,825.5393956059584
1211,825.5646422536181
1212,825.5903192187994
1213,825.6189246163309
1214,825.6493799808998
1215,825.6808384007064
1216,825.7123050865675
1217,825.7424568503508
1218,825.770471311555
1219,825.79611404334
1220,825.8190334572992
1221,825.8393652495746
1222,825.8577498221817
1223,825.8724174585559
1224,825.8880474539617
1225,825.9073041048379
1226,825.9299730566639
1227,825.9569565011473
1228,825.9886113093302
1229,826.0243760865696
1230,826.0663152203081
1231,826.1136916060406
1232,826.1607981608901
1233,826.2074150130601
1234,826.2531600086638
1235,826.2995245498181
1236,826.3460504434024
1237,826.3915614909096
1238,826.436112312163
1239,826.4815399755616
1240,826.5308301278187
1241,826.582361448094
1242,826.6352480823323
1243,826.6878399068066
1244,826.7416273467569
1245,826.7958294331522
1246,826.8505698382501
1247,826.9051303444049
1248,826.956816782862
1249,827.0064740744733
1250,827.055102931494
1251,827.1031283675279
1252,827.1493166814183
1253,827.1931523361228
1254,827.2343707128822
1255,827.2744262300977
1256,827.3134084341377
1257,827.3526644412997
1258,827.390760524786
1259,827.4280566239792
1260,827.4659255155498
1261,827.5013151484443
1262,827.5383594522589
1263,827.5749191337277
1264,827.610457106885
1265,827.6450959147837
1266,827.6799267024145
1267,827.7154799344929
1268,827.7500251942218
1269,827.7821722934931
1270,827.8130414589938
1271,827.8396269300027
1272,827.8642985845155
1273,827.8868835080568
1274,827.9068635530795
1275,827.923972367752
1276,827.9407926733966
1277,827.9562199518374
1278,827.9716350587684
1279,827.9860362244347
1280,828.0013520892113
1281,828.0175926439306
1282,828.0353790208752
1283,828.0532594171639
1284,828.0711882642507
1285,828.0895200432118
1286,828.1070776429657
1287,828.1265256889809
1288,828.1468117044508
1289,828.1677008698146
1290,828.1890648386704
1291,828.2122111436332
1292,828.2345319766109
1293,828.2581263012079
1294,828.2835417295132
1295,828.3074736077446
1296,828.3308034288503
1297,828.3518384462116
1298,828.3715716909063
1299,828.3895446288528
1300,828.4060114955154
1301,828.4222203379284
1302,828.4375906951187
1303,828.4519270679581
1304,828.4640132250048
1305,828.4760227195724
1306,828.4890345002401
1307,828.5039583338033
1308,828.5182305688938
1309,828.5309799931124
1310,828.5426116291019
1311,828.5546240857225
1312,828.5662417717036
1313,828.576721514187
1314,828.5868148622035
1315,828.5996187855691
1316,828.6145933990904
1317,828.6320834998826
1318,828.6529291903472
1319,828.6832260025807
1320,828.7366578318251
1321,828.824589815377
1322,828.9492968487057
1323,829.1218525101864
1324,829.3391238576666
1325,829.5954785378802
1326,829.8813085648156
1327,830.1793044033569
1328,830.4766998977525
1329,830.768005296836
1330,831.0420297901273
1331,831.2986905317476
1332,831.539455094315
1333,831.7647134414728
1334,831.9733482320686
1335,832.1721264954962
1336,832.3588289825325
1337,832.5346095693689
1338,832.696551765022
1339,832.8460581839834
1340,832.9805502967258
1341,833.0997131464759
1342,833.2059141436599
1343,833.2960373271278
1344,833.369470951577
1345,833.428671691512
1346,833.4724823652438
1347,833.5032188840232
1348,833.5230505137428
1349,833.5307052630127
1350,833.5299094082625
1351,833.5209944135092
1352,833.5069117654907
1353,833.4894299293444
1354,833.4693863473301
1355,833.4455663284082
1356,833.4170606738998
1357,833.3850285257823
1358,833.3481960001799
1359,833.307654244959
1360,833.2628342649491
1361,833.210516414052
1362,833.1542200515804
1363,833.0928532723216
1364,833.0282061389005
1365,832.9593683863839
1366,832.8864111526347
1367,832.807647709827
1368,832.7244092027075
1369,832.6387721969464
1370,832.5483703184439
1371,832.4530015165541
1372,832.3525463442243
1373,832.2555208713644
1374,832.1635211740758
1375,832.0757964582509
1376,831.9971517517695
