,true_data
102,849.9265600000047
103,849.9258400000047
104,849.9251200000048
105,849.9244000000048
106,849.9236800000049
107,849.9229600000049
108,849.922240000005
109,849.921520000005
110,849.920800000005
111,849.9200800000051
112,849.9193600000051
113,849.9186400000052
114,849.9179200000052
115,849.9172000000052
116,849.9164800000053
117,849.9157600000053
118,849.9150400000054
119,849.9143200000054
120,849.9136000000054
121,849.9128800000055
122,849.9121600000055
123,849.9114400000057
124,849.9107200000057
125,849.9100000000058
126,849.9092800000058
127,849.9085600000058
128,849.9078400000059
129,849.9071200000059
130,849.906400000006
131,849.905680000006
132,849.904960000006
133,849.9042400000061
134,849.9035200000061
135,849.9028000000062
136,849.9020800000062
137,849.9013600000063
138,849.9006400000063
139,849.8999200000063
140,849.8992000000064
141,849.8984800000064
142,849.8977600000065
143,849.8970400000065
144,849.8963200000065
145,849.8956000000067
146,849.8948800000067
147,849.8941600000068
148,849.8934400000068
149,849.8927200000069
150,849.8920000000069
151,849.8912800000069
152,849.890560000007
153,849.889840000007
154,849.8891200000071
155,849.8884000000071
156,849.8876800000071
157,849.8869600000072
158,849.8862400000072
159,849.8855200000073
160,849.8848000000073
161,849.8840800000073
162,849.8833600000074
163,849.8826400000074
164,849.8819200000075
165,849.8812000000075
166,849.8804800000077
167,849.8797600000076
168,849.8790400000076
169,849.8783200000078
170,849.8776000000078
171,849.8768800000079
172,849.8761600000079
173,849.8754400000079
174,849.874720000008
175,849.874000000008
176,849.8732800000081
177,849.8725600000081
178,849.8718400000082
179,849.8711200000082
180,849.8704000000082
181,849.8696800000083
182,849.8689600000083
183,849.8682400000084
184,849.8675200000084
185,849.8668000000084
186,849.8660800000085
187,849.8653600000085
188,849.8646400000086
189,849.8639200000086
190,849.8632000000086
191,849.8624800000088
192,849.8617600000088
193,849.8610400000089
194,849.8603200000089
195,849.859600000009
196,849.858880000009
197,849.858160000009
198,849.8574400000091
199,849.8567200000091
200,849.8560000000092
201,849.8552800000092
202,849.8545600000092
203,849.8538400000093
204,849.8531200000093
205,849.8524000000094
206,849.8516800000094
207,849.8509600000095
208,849.8502400000095
209,849.8495200000095
210,849.8488000000096
211,849.8480800000096
212,849.8473600000098
213,849.8466400000098
214,849.8459200000098
215,849.8452000000099
216,849.8444800000099
217,849.84376000001
218,849.84304000001
219,849.84232000001
220,849.8416000000101
221,849.8408800000101
222,849.8401600000102
223,849.8394400000102
224,849.8387200000103
225,849.8380000000103
226,849.8372800000103
227,849.8365600000104
228,849.8358400000104
229,849.8351200000105
230,849.8344000000105
231,849.8336800000105
232,849.8329600000106
233,849.8322400000106
234,849.8315200000108
235,849.8308000000108
236,849.8300800000109
237,849.8293600000109
238,849.8286400000109
239,849.827920000011
240,849.827200000011
241,849.8264800000111
242,849.8257600000111
243,849.8250400000111
244,849.8243200000112
245,849.8236000000112
246,849.8228800000113
247,849.8221600000113
248,849.8214400000113
249,849.8207200000114
250,849.8200000000114
251,849.8192800000115
252,849.8185600000115
253,849.8178400000116
254,849.8171200000116
255,849.8164000000116
256,849.8156800000118
257,849.8149600000118
258,849.8142400000119
259,849.8135200000119
260,849.8128000000119
261,849.812080000012
262,849.811360000012
263,849.8106400000121
264,849.8099200000121
265,849.8092000000122
266,849.8084800000122
267,849.8077600000122
268,849.8070400000123
269,849.8063200000123
270,849.8056000000124
271,849.8048800000124
272,849.8041600000124
273,849.8034400000125
274,849.8027200000125
275,849.8020000000126
276,849.8012800000126
277,849.8005600000126
278,849.7998400000128
279,849.7991200000127
280,849.7984000000129
281,849.7976800000129
282,849.796960000013
283,849.796240000013
284,849.795520000013
285,849.7948000000131
286,849.7940800000131
287,849.7933600000132
288,849.7926400000132
289,849.7919200000132
290,849.7912000000133
291,849.7904800000133
292,849.7897600000134
293,849.7890400000134
294,849.7883200000135
295,849.7876000000135
296,849.7868800000135
297,849.7861600000136
298,849.7854400000136
299,849.7847200000137
300,849.7840000000137
301,849.7832800000137
302,849.7825600000139
303,849.7818400000139
304,849.781120000014
305,849.780400000014
306,849.7796800000141
307,849.7789600000141
308,849.7782400000141
309,849.7775200000142
310,849.7768000000142
311,849.7760800000143
312,849.7753600000143
313,849.7746400000143
314,849.7739200000144
315,849.7732000000144
316,849.7724800000145
317,849.7717600000145
318,849.7710400000145
319,849.7703200000146
320,849.7696000000146
321,849.7688800000147
322,849.7681600000147
323,849.7674400000149
324,849.7667200000149
325,849.7660000000149
326,849.765280000015
327,849.764560000015
328,849.7638400000151
329,849.7631200000151
330,849.7624000000151
331,849.7616800000152
332,849.7609600000152
333,849.7602400000153
334,849.7595200000153
335,849.7588000000154
336,849.7580800000154
337,849.7573600000154
338,849.7566400000155
339,849.7559200000155
340,849.7552000000156
341,849.7544800000156
342,849.7537600000156
343,849.7530400000157
344,849.7523200000157
345,849.7516000000159
346,849.7508800000159
347,849.7501600000159
348,849.749440000016
349,849.748720000016
350,849.7480000000161
351,849.7472800000161
352,849.7465600000162
353,849.7458400000162
354,849.7451200000162
355,849.7444000000163
356,849.7436800000163
357,849.7429600000164
358,849.7422400000164
359,849.7415200000164
360,849.7408000000165
361,849.7400800000165
362,849.7393600000166
363,849.7386400000166
364,849.7379200000167
365,849.7372000000167
366,849.7364800000167
367,849.7357600000169
368,849.7350400000169
369,849.734320000017
370,849.733600000017
371,849.732880000017
372,849.7321600000171
373,849.7314400000171
374,849.7307200000172
375,849.7300000000172
376,849.7292800000172
377,849.7285600000173
378,849.7278400000173
379,849.7271200000174
380,849.7264000000174
381,849.7256800000175
382,849.7249600000175
383,849.7242400000175
384,849.7235200000176
385,849.7228000000176
386,849.7220800000177
387,849.7213600000177
388,849.7206400000177
389,849.7199200000179
390,849.7192000000178
391,849.718480000018
392,849.717760000018
393,849.7170400000181
394,849.7163200000181
395,849.7156000000181
396,849.7148800000182
397,849.7141600000182
398,849.7134400000183
399,849.7127200000183
400,849.7120000000183
401,849.7112800000184
402,849.7105600000184
403,849.7098400000185
404,849.7091200000185
405,849.7084000000186
406,849.7076800000186
407,849.7069600000186
408,849.7062400000187
409,849.7055200000187
410,849.7048000000188
411,849.7040800000188
412,849.7033600000188
413,849.702640000019
414,849.701920000019
415,849.7012000000191
416,849.7004800000191
417,849.6997600000191
418,849.6990400000192
419,849.6983200000192
420,849.6976000000193
421,849.6968800000193
422,849.6961600000194
423,849.6954400000194
424,849.6947200000194
425,849.6940000000195
426,849.6932800000195
427,849.6925600000196
428,849.6918400000196
429,849.6911200000196
430,849.6904000000197
431,849.6896800000197
432,849.6889600000198
433,849.6882400000198
434,849.68752000002
435,849.68680000002
436,849.68608000002
437,849.6853600000201
438,849.6846400000201
439,849.6839200000202
440,849.6832000000202
441,849.6824800000202
442,849.6817600000203
443,849.6810400000203
444,849.6803200000204
445,849.6796000000204
446,849.6788800000204
447,849.6781600000205
448,849.6774400000205
449,849.6767200000206
450,849.6760000000206
451,849.6752800000207
452,849.6745600000207
453,849.6738400000207
454,849.6731200000208
455,849.6724000000208
456,849.671680000021
457,849.670960000021
458,849.670240000021
459,849.6695200000211
460,849.6688000000211
461,849.6680800000212
462,849.6673600000212
463,849.6666400000213
464,849.6659200000213
465,849.6652000000213
466,849.6644800000214
467,849.6637600000214
468,849.6630400000215
469,849.6623200000215
470,849.6616000000215
471,849.6608800000216
472,849.6601600000216
473,849.6594400000217
474,849.6587200000217
475,849.6580000000217
476,849.6572800000218
477,849.6565600000218
478,849.655840000022
479,849.655120000022
480,849.6544000000221
481,849.6536800000221
482,849.6529600000221
483,849.6522400000222
484,849.6515200000222
485,849.6508000000223
486,849.6500800000223
487,849.6493600000223
488,849.6486400000224
489,849.6479200000224
490,849.6472000000225
491,849.6464800000225
492,849.6457600000226
493,849.6450400000226
494,849.6443200000226
495,849.6436000000227
496,849.6428800000227
497,849.6421600000228
498,849.6414400000228
499,849.6407200000228
500,849.640000000023
501,849.639280000023
502,849.6385600000231
503,849.6378400000231
504,849.6371200000231
505,849.6364000000232
506,849.6356800000232
507,849.6349600000233
508,849.6342400000233
509,849.6335200000234
510,849.6328000000234
511,849.6320800000234
512,849.6313600000235
513,849.6306400000235
514,849.6299200000236
515,849.6292000000236
516,849.6284800000236
517,849.6277600000237
518,849.6270400000237
519,849.6263200000238
520,849.6256000000238
521,849.624880000024
522,849.624160000024
523,849.623440000024
524,849.6227200000241
525,849.6220000000241
526,849.6212800000242
527,849.6205600000242
528,849.6198400000242
529,849.6191200000243
530,849.6184000000243
531,849.6176800000244
532,849.6169600000244
533,849.6162400000244
534,849.6155200000245
535,849.6148000000245
536,849.6140800000246
537,849.6133600000246
538,849.6126400000247
539,849.6119200000247
540,849.6112000000247
541,849.6104800000248
542,849.6097600000248
543,849.609040000025
544,849.608320000025
545,849.607600000025
546,849.6068800000251
547,849.606160000025
548,849.6054400000252
549,849.6047200000252
550,849.6040000000253
551,849.6032800000253
552,849.6025600000253
553,849.6018400000254
554,849.6011200000254
555,849.6004000000255
556,849.5996800000255
557,849.5989600000255
558,849.5982400000256
559,849.5975200000256
560,849.5968000000257
561,849.5960800000257
562,849.5953600000258
563,849.5946400000258
564,849.5939200000258
565,849.593200000026
566,849.592480000026
567,849.591760000026
568,849.591040000026
569,849.590320000026
570,849.5896000000262
571,849.5888800000262
572,849.5881600000263
573,849.5874400000263
574,849.5867200000263
575,849.5860000000264
576,849.5852800000264
577,849.5845600000265
578,849.5838400000265
579,849.5831200000266
580,849.5824000000266
581,849.5816800000266
582,849.5809600000267
583,849.5802400000267
584,849.5795200000268
585,849.5788000000268
586,849.5780800000268
587,849.5773600000269
588,849.5766400000269
589,849.575920000027
590,849.575200000027
591,849.5744800000272
592,849.5737600000272
593,849.5730400000272
594,849.5723200000273
595,849.5716000000273
596,849.5708800000274
597,849.5701600000274
598,849.5694400000274
599,849.5687200000275
600,849.5680000000275
601,849.5672800000276
602,849.5665600000276
603,849.5658400000276
604,849.5651200000277
605,849.5644000000277
606,849.5636800000278
607,849.5629600000278
608,849.5622400000279
609,849.5615200000279
610,849.5608000000279
611,849.560080000028
612,849.559360000028
613,849.5586400000282
614,849.5579200000282
615,849.5572000000282
616,849.5564800000283
617,849.5557600000283
618,849.5550400000284
619,849.5543200000284
620,849.5536000000285
621,849.5528800000285
622,849.5521600000285
623,849.5514400000286
624,849.5507200000286
625,849.5500000000287
626,849.5492800000287
627,849.5485600000287
628,849.5478400000288
629,849.5471200000288
630,849.5464000000289
631,849.5456800000289
632,849.5449600000289
633,849.544240000029
634,849.543520000029
635,849.5428000000292
636,849.5420800000292
637,849.5413600000293
638,849.5406400000293
639,849.5399200000293
640,849.5392000000294
641,849.5384800000294
642,849.5377600000295
643,849.5370400000295
644,849.5363200000295
645,849.5356000000296
646,849.5348800000296
647,849.5341600000297
648,849.5334400000297
649,849.5327200000298
650,849.5320000000298
651,849.5312800000298
652,849.5305600000299
653,849.5298400000299
654,849.52912000003
655,849.52840000003
656,849.52768000003
657,849.5269600000302
658,849.5262400000302
659,849.5255200000303
660,849.5248000000303
661,849.5240800000304
662,849.5233600000304
663,849.5226400000304
664,849.5219200000305
665,849.5212000000305
666,849.5204800000306
667,849.5197600000306
668,849.5190400000306
669,849.5183200000307
670,849.5176000000307
671,849.5168800000308
672,849.5161600000308
673,849.5154400000308
674,849.5147200000309
675,849.5140000000309
676,849.513280000031
677,849.512560000031
678,849.5118400000312
679,849.5111200000312
680,849.5104000000312
681,849.5096800000313
682,849.5089600000313
683,849.5082400000314
684,849.5075200000314
685,849.5068000000314
686,849.5060800000315
687,849.5053600000315
688,849.5046400000316
689,849.5039200000316
690,849.5032000000317
691,849.5024800000317
692,849.5017600000317
693,849.5010400000318
694,849.5003200000318
695,849.4996000000319
696,849.4988800000319
697,849.4981600000319
698,849.497440000032
699,849.496720000032
700,849.4960000000322
701,849.4952800000322
702,849.4945600000322
703,849.4938400000323
704,849.4931200000323
705,849.4924000000324
706,849.4916800000324
707,849.4909600000325
708,849.4902400000325
709,849.4895200000325
710,849.4888000000326
711,849.4880800000326
712,849.4873600000327
713,849.4866400000327
714,849.4859200000327
715,849.4852000000328
716,849.4844800000328
717,849.4837600000329
718,849.4830400000329
719,849.482320000033
720,849.481600000033
721,849.480880000033
722,849.4801600000332
723,849.4794400000332
724,849.4787200000333
725,849.4780000000333
726,849.4772800000333
727,849.4765600000334
728,849.4758400000334
729,849.4751200000335
730,849.4744000000335
731,849.4736800000335
732,849.4729600000336
733,849.4722400000336
734,849.4715200000337
735,849.4708000000337
736,849.4700800000338
737,849.4693600000338
738,849.4686400000338
739,849.4679200000339
740,849.4672000000339
741,849.466480000034
742,849.465760000034
743,849.465040000034
744,849.4643200000341
745,849.4636000000341
746,849.4628800000343
747,849.4621600000343
748,849.4614400000344
749,849.4607200000344
750,849.4600000000344
751,849.4592800000345
752,849.4585600000345
753,849.4578400000346
754,849.4571200000346
755,849.4564000000346
756,849.4556800000347
757,849.4549600000347
758,849.4542400000348
759,849.4535200000348
760,849.4528000000348
761,849.4520800000349
762,849.4513600000349
763,849.450640000035
764,849.449920000035
765,849.4492000000351
766,849.4484800000351
767,849.4477600000351
768,849.4470400000353
769,849.4463200000353
770,849.4456000000354
771,849.4448800000354
772,849.4441600000354
773,849.4434400000355
774,849.4427200000355
775,849.4420000000356
776,849.4412800000356
777,849.4405600000357
778,849.4398400000357
779,849.4391200000357
780,849.4384000000358
781,849.4376800000358
782,849.4369600000359
783,849.4362400000359
784,849.4355200000359
785,849.434800000036
786,849.434080000036
787,849.4333600000361
788,849.4326400000361
789,849.4319200000361
790,849.4312000000363
791,849.4304800000363
792,849.4297600000364
793,849.4290400000364
794,849.4283200000365
795,849.4276000000365
796,849.4268800000365
797,849.4261600000366
798,849.4254400000366
799,849.4247200000367
800,849.4240000000367
801,849.4232800000367
802,849.4225600000368
803,849.4218400000368
804,849.4211200000369
805,849.4204000000369
806,849.419680000037
807,849.418960000037
808,849.418240000037
809,849.4175200000371
810,849.4168000000371
811,849.4160800000373
812,849.4153600000373
813,849.4146400000373
814,849.4139200000374
815,849.4132000000374
816,849.4124800000375
817,849.4117600000375
818,849.4110400000376
819,849.4103200000376
820,849.4096000000376
821,849.4088800000377
822,849.4081600000377
823,849.4074400000378
824,849.4067200000378
825,849.4060000000378
826,849.4052800000379
827,849.4045600000379
828,849.403840000038
829,849.403120000038
830,849.402400000038
831,849.4016800000381
832,849.4009600000381
833,849.4002400000383
834,849.3995200000383
835,849.3988000000384
836,849.3980800000384
837,849.3973600000384
838,849.3966400000385
839,849.3959200000385
840,849.3952000000386
841,849.3944800000386
842,849.3937600000386
843,849.3930400000387
844,849.3923200000387
845,849.3916000000388
846,849.3908800000388
847,849.3901600000389
848,849.3894400000389
849,849.3887200000389
850,849.388000000039
851,849.387280000039
852,849.3865600000391
853,849.3858400000391
854,849.3851200000391
855,849.3844000000392
856,849.3836800000392
857,849.3829600000394
858,849.3822400000394
859,849.3815200000394
860,849.3808000000395
861,849.3800800000395
862,849.3793600000396
863,849.3786400000396
864,849.3779200000397
865,849.3772000000397
866,849.3764800000397
867,849.3757600000398
868,849.3750400000398
869,849.3743200000399
870,849.3736000000399
871,849.3728800000399
872,849.37216000004
873,849.37144000004
874,849.3707200000401
875,849.3700000000401
876,849.3692800000402
877,849.3685600000402
878,849.3678400000402
879,849.3671200000404
880,849.3664000000404
881,849.3656800000405
882,849.3649600000405
883,849.3642400000405
884,849.3635200000406
885,849.3628000000406
886,849.3620800000407
887,849.3613600000407
888,849.3606400000407
889,849.3599200000408
890,849.3592000000408
891,849.3584800000409
892,849.3577600000409
893,849.357040000041
894,849.356320000041
895,849.355600000041
896,849.3548800000411
897,849.3541600000411
898,849.3534400000412
899,849.3527200000412
900,849.3520000000412
901,849.3512800000414
902,849.3505600000414
903,849.3498400000415
904,849.3491200000415
905,849.3484000000416
906,849.3476800000416
907,849.3469600000416
908,849.3462400000417
909,849.3455200000417
910,849.3448000000418
911,849.3440800000418
912,849.3433600000418
913,849.3426400000419
914,849.3419200000419
915,849.341200000042
916,849.340480000042
917,849.3397600000421
918,849.3390400000421
919,849.3383200000421
920,849.3376000000422
921,849.3368800000422
922,849.3361600000424
923,849.3354400000424
924,849.3347200000424
925,849.3340000000425
926,849.3332800000425
927,849.3325600000426
928,849.3318400000426
929,849.3311200000426
930,849.3304000000427
931,849.3296800000427
932,849.3289600000428
933,849.3282400000428
934,849.3275200000429
935,849.3268000000429
936,849.3260800000429
937,849.325360000043
938,849.324640000043
939,849.3239200000431
940,849.3232000000431
941,849.3224800000431
942,849.3217600000432
943,849.3210400000432
944,849.3203200000434
945,849.3196000000434
946,849.3188800000435
947,849.3181600000435
948,849.3174400000435
949,849.3167200000436
950,849.3160000000436
951,849.3152800000437
952,849.3145600000437
953,849.3138400000437
954,849.3131200000438
955,849.3124000000438
956,849.3116800000439
957,849.3109600000439
958,849.3102400000439
959,849.309520000044
960,849.308800000044
961,849.3080800000441
962,849.3073600000441
963,849.3066400000442
964,849.3059200000442
965,849.3052000000442
966,849.3044800000444
967,849.3037600000443
968,849.3030400000445
969,849.3023200000445
970,849.3016000000445
971,849.3008800000446
972,849.3001600000446
973,849.2994400000447
974,849.2987200000447
975,849.2980000000448
976,849.2972800000448
977,849.2965600000448
978,849.2958400000449
979,849.2951200000449
980,849.294400000045
981,849.293680000045
982,849.292960000045
983,849.2922400000451
984,849.2915200000451
985,849.2908000000452
986,849.2900800000452
987,849.2893600000452
988,849.2886400000453
989,849.2879200000453
990,849.2872000000455
991,849.2864800000455
992,849.2857600000456
993,849.2850400000456
994,849.2843200000456
995,849.2836000000457
996,849.2828800000457
997,849.2821600000458
998,849.2814400000458
999,849.2807200000458
1000,849.2800000000459
1001,849.2792800000459
1002,849.278560000046
1003,849.277840000046
1004,849.2771200000461
1005,849.2764000000461
1006,849.2756800000461
1007,849.2749600000462
1008,849.2742400000462
1009,849.2735200000463
1010,849.2728000000463
1011,849.2720800000463
1012,849.2713600000465
1013,849.2706400000465
1014,849.2699200000466
1015,849.2692000000466
1016,849.2684800000466
1017,849.2677600000467
1018,849.2670400000467
1019,849.2663200000468
1020,849.2656000000468
1021,849.2648800000469
1022,849.2641600000469
1023,849.2634400000469
1024,849.262720000047
1025,849.262000000047
1026,849.2612800000471
1027,849.2605600000471
1028,849.2598400000471
1029,849.2591200000472
1030,849.2584000000472
1031,849.2576800000473
1032,849.2569600000473
1033,849.2562400000475
1034,849.2555200000475
1035,849.2548000000475
1036,849.2540800000476
1037,849.2533600000476
1038,849.2526400000477
1039,849.2519200000477
1040,849.2512000000477
1041,849.2504800000478
1042,849.2497600000478
1043,849.2490400000479
1044,849.2483200000479
1045,849.2476000000479
1046,849.246880000048
1047,849.246160000048
1048,849.2454400000481
1049,849.2447200000481
1050,849.2440000000482
1051,849.2432800000482
1052,849.2425600000482
1053,849.2418400000483
1054,849.2411200000483
1055,849.2404000000485
1056,849.2396800000485
1057,849.2389600000485
1058,849.2382400000486
1059,849.2375200000486
1060,849.2368000000487
1061,849.2360800000487
1062,849.2353600000488
1063,849.2346400000488
1064,849.2339200000488
1065,849.2332000000489
1066,849.2324800000489
1067,849.231760000049
1068,849.231040000049
1069,849.230320000049
1070,849.2296000000491
1071,849.2288800000491
1072,849.2281600000492
1073,849.2274400000492
1074,849.2267200000493
1075,849.2260000000493
1076,849.2252800000493
1077,849.2245600000495
1078,849.2238400000494
1079,849.2231200000496
1080,849.2224000000496
1081,849.2216800000496
1082,849.2209600000497
1083,849.2202400000497
1084,849.2195200000498
1085,849.2188000000498
1086,849.2180800000498
1087,849.2173600000499
1088,849.2166400000499
1089,849.21592000005
1090,849.21520000005
1091,849.2144800000501
1092,849.2137600000501
1093,849.2130400000501
1094,849.2123200000502
1095,849.2116000000502
1096,849.2108800000503
1097,849.2101600000503
1098,849.2094400000503
1099,849.2087200000504
1100,849.2080000000504
1101,849.2072800000506
1102,849.2065600000506
1103,849.2058400000507
1104,849.2051200000507
1105,849.2044000000507
1106,849.2036800000508
1107,849.2029600000508
1108,849.2022400000509
1109,849.2015200000509
1110,849.2008000000509
1111,849.200080000051
1112,849.199360000051
1113,849.1986400000511
1114,849.1979200000511
1115,849.1972000000511
1116,849.1964800000512
1117,849.1957600000512
1118,849.1950400000513
1119,849.1943200000513
1120,849.1936000000514
1121,849.1928800000514
1122,849.1921600000514
1123,849.1914400000516
1124,849.1907200000516
1125,849.1900000000517
1126,849.1892800000517
1127,849.1885600000517
1128,849.1878400000518
1129,849.1871200000518
1130,849.1864000000519
1131,849.1856800000519
1132,849.184960000052
1133,849.184240000052
1134,849.183520000052
1135,849.1828000000521
1136,849.1820800000521
1137,849.1813600000522
1138,849.1806400000522
1139,849.1799200000522
1140,849.1792000000523
1141,849.1784800000523
1142,849.1777600000524
1143,849.1770400000524
1144,849.1763200000524
1145,849.1756000000526
1146,849.1748800000526
1147,849.1741600000527
1148,849.1734400000527
1149,849.1727200000528
1150,849.1720000000528
1151,849.1712800000528
1152,849.1705600000529
1153,849.1698400000529
1154,849.169120000053
1155,849.168400000053
1156,849.167680000053
1157,849.1669600000531
1158,849.1662400000531
1159,849.1655200000532
1160,849.1648000000532
1161,849.1640800000533
1162,849.1633600000533
1163,849.1626400000533
1164,849.1619200000534
1165,849.1612000000534
1166,849.1604800000536
1167,849.1597600000536
1168,849.1590400000536
1169,849.1583200000537
1170,849.1576000000537
1171,849.1568800000538
1172,849.1561600000538
1173,849.1554400000539
1174,849.1547200000539
1175,849.1540000000539
1176,849.153280000054
1177,849.152560000054
1178,849.1518400000541
1179,849.1511200000541
1180,849.1504000000541
1181,849.1496800000542
1182,849.1489600000542
1183,849.1482400000543
1184,849.1475200000543
1185,849.1468000000543
1186,849.1460800000544
1187,849.1453600000544
1188,849.1446400000546
1189,849.1439200000545
1190,849.1432000000547
1191,849.1424800000547
1192,849.1417600000547
1193,849.1410400000548
1194,849.1403200000548
1195,849.1396000000549
1196,849.1388800000549
1197,849.1381600000549
1198,849.137440000055
1199,849.136720000055
1200,849.1360000000551
1201,849.1352800000551
1202,849.1345600000552
1203,849.1338400000552
1204,849.1331200000552
1205,849.1324000000553
1206,849.1316800000553
1207,849.1309600000554
1208,849.1302400000554
1209,849.1295200000554
1210,849.1288000000555
1211,849.1280800000555
1212,849.1273600000557
1213,849.1266400000557
1214,849.1259200000557
1215,849.1252000000558
1216,849.1244800000558
1217,849.1237600000559
1218,849.1230400000559
1219,849.122320000056
1220,849.121600000056
1221,849.120880000056
1222,849.1201600000561
1223,849.1194400000561
1224,849.1187200000562
1225,849.1180000000562
1226,849.1172800000562
1227,849.1165600000563
1228,849.1158400000563
1229,849.1151200000564
1230,849.1144000000564
1231,849.1136800000565
1232,849.1129600000565
1233,849.1122400000565
1234,849.1115200000567
1235,849.1108000000567
1236,849.1100800000568
1237,849.1093600000568
1238,849.1086400000568
1239,849.1079200000569
1240,849.1072000000569
1241,849.106480000057
1242,849.105760000057
1243,849.105040000057
1244,849.1043200000571
1245,849.1036000000571
1246,849.1028800000572
1247,849.1021600000572
1248,849.1014400000573
1249,849.1007200000573
1250,849.1000000000573
1251,849.0992800000574
1252,849.0985600000574
1253,849.0978400000575
1254,849.0971200000575
1255,849.0964000000575
1256,849.0956800000577
1257,849.0949600000577
1258,849.0942400000578
1259,849.0935200000578
1260,849.0928000000579
1261,849.0920800000579
1262,849.0913600000579
1263,849.090640000058
1264,849.089920000058
1265,849.0892000000581
1266,849.0884800000581
1267,849.0877600000581
1268,849.0870400000582
1269,849.0863200000582
1270,849.0856000000583
1271,849.0848800000583
1272,849.0841600000583
1273,849.0834400000584
1274,849.0827200000584
1275,849.0820000000585
1276,849.0812800000585
1277,849.0805600000587
1278,849.0798400000587
1279,849.0791200000587
1280,849.0784000000588
1281,849.0776800000588
1282,849.0769600000589
1283,849.0762400000589
1284,849.0755200000589
1285,849.074800000059
1286,849.074080000059
1287,849.0733600000591
1288,849.0726400000591
1289,849.0719200000592
1290,849.0712000000592
1291,849.0704800000592
1292,849.0697600000593
1293,849.0690400000593
1294,849.0683200000594
1295,849.0676000000594
1296,849.0668800000594
1297,849.0661600000595
1298,849.0654400000595
1299,849.0647200000597
1300,849.0640000000597
1301,849.0632800000596
1302,849.0625600000598
1303,849.0618400000598
1304,849.0611200000599
1305,849.0604000000599
1306,849.05968000006
1307,849.05896000006
1308,849.05824000006
1309,849.0575200000601
1310,849.0568000000601
1311,849.0560800000602
1312,849.0553600000602
1313,849.0546400000602
1314,849.0539200000603
1315,849.0532000000603
1316,849.0524800000604
1317,849.0517600000604
1318,849.0510400000605
1319,849.0503200000605
1320,849.0496000000605
1321,849.0488800000606
1322,849.0481600000606
1323,849.0474400000608
1324,849.0467200000608
1325,849.0460000000608
1326,849.0452800000609
1327,849.0445600000609
1328,849.043840000061
1329,849.043120000061
1330,849.0424000000611
1331,849.0416800000611
1332,849.0409600000611
1333,849.0402400000612
1334,849.0395200000612
1335,849.0388000000613
1336,849.0380800000613
1337,849.0373600000613
1338,849.0366400000614
1339,849.0359200000614
1340,849.0352000000615
1341,849.0344800000615
1342,849.0337600000615
1343,849.0330400000616
1344,849.0323200000616
1345,849.0316000000618
1346,849.0308800000618
1347,849.0301600000619
1348,849.0294400000619
1349,849.0287200000619
1350,849.028000000062
1351,849.027280000062
1352,849.0265600000621
1353,849.0258400000621
1354,849.0251200000621
1355,849.0244000000622
1356,849.0236800000622
1357,849.0229600000623
1358,849.0222400000623
1359,849.0215200000624
1360,849.0208000000624
1361,849.0200800000624
1362,849.0193600000625
1363,849.0186400000625
1364,849.0179200000626
1365,849.0172000000626
1366,849.0164800000626
1367,849.0157600000628
1368,849.0150400000628
1369,849.0143200000629
1370,849.0136000000629
1371,849.0128800000629
1372,849.012160000063
1373,849.011440000063
1374,849.0107200000631
1375,849.0100000000631
1376,849.0092800000632
